time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1691262387798833200,594.4078332519531,2613.803000094369,1.244377905357172,19.314773023490936,4.977028838789093,2592.48218405433,280.702717784292,4.741159641885783,3.368373833609077,-73.82166506542346,2.7971016830025475
1691262388798813200,595.4078132324219,2613.95616065152,1.2423419087672443,18.986657714636422,4.977028433865351,2592.635344611481,275.1316131978391,4.741197033091157,3.368321202943159,-73.8216896922615,2.7808344114456522
1691262389798793000,596.40779296875,2613.8208763161674,1.2503176926135087,18.777188717243952,4.977026017551535,2592.5000602761284,268.5371487145151,4.741717689283978,3.36758821531378,-73.82171384708558,2.8073002454978973
1691262390798773200,597.4077731933594,2614.0916305938736,1.2091130733816282,20.134504370554822,4.977015879961492,2592.7708145538345,256.5570131088628,4.74130291323016,3.36817216272922,-73.82173637261538,2.7097590277536217
1691262391798753000,598.4077529296875,2613.956987310201,1.2070967692765386,20.248599795333764,4.977005852446416,2592.636171270162,252.88495854676796,4.741690250597776,3.367626849901104,-73.82176062688887,2.761823360524455
1691262392798732800,599.4077329101563,2613.88178323023,1.2049883207713585,23.088030663441785,4.976997441429201,2592.560967190191,250.61505124040508,4.7411655207725705,3.368365558757868,-73.82177773885822,2.4422914362484422
1691262393798712800,600.407712890625,2613.981008373201,1.198728066954727,24.8447562240228,4.976988297711662,2592.660192333162,248.4185926542208,4.739048425768677,3.3713435083076697,-73.82179543163222,2.2707656099248723
1691262394798692400,601.4076923828125,2614.048906635493,1.1959306093856856,24.709689483521476,4.976979623203495,2592.728090595454,247.96592526959284,4.739226346350511,3.371093393966714,-73.82181479698876,2.2727091717425494
1691262395798672000,602.407671875,2614.024929104373,1.1926380768856841,23.849287755523644,4.976969446580821,2592.704113064334,246.92786064799327,4.739191027339527,3.3711430463825405,-73.8218346888829,2.3710985830495814
1691262396798651600,603.4076516113281,2614.2243173373863,1.179136622409431,23.306851049065234,4.976959053418516,2592.9035012973472,245.57545257648476,4.738882338176993,3.371576963040141,-73.82185427940156,2.4451226129272867
1691262397798632700,604.4076328125,2613.9620649553835,1.1833925076795693,23.334503415721315,4.976950545092037,2592.6412489153445,245.67522728529337,4.73835702685314,3.3723151867612122,-73.8218745488275,2.4497465866279415
1691262398798611700,605.4076118164063,2614.0904514305294,1.1886644299982956,22.780057428697464,4.9769442586546875,2592.7696353904903,249.129055132931,4.737659117317734,3.3732955875352797,-73.82189615861526,2.4630182217490595
1691262399798591500,606.4075915527344,2614.065967754461,1.1980833500489851,22.195310288403938,4.9769377907657555,2592.745151714422,251.99524118696212,4.738791881514721,3.3717040997808523,-73.82191817866023,2.493408640836513
1691262400798571500,607.4075715332032,2614.172316422686,1.2207760446454647,22.28477417493699,4.976934034507265,2592.851500382647,256.8745162540963,4.7385259176556405,3.372077869874095,-73.82194053271151,2.445840517876238
1691262401798551600,608.4075515136718,2613.9798609185964,1.2402696460438483,22.68910913524956,4.976931188954098,2592.6590448785573,260.686021055075,4.738735205326693,3.3717837544223115,-73.82196136390493,2.3680244102401535
1691262402798531600,609.4075314941406,2614.1941359052435,1.229419974842347,22.455075547924864,4.976925552685811,2592.8733198652044,259.2888069788762,4.739540823193098,3.3706512453938227,-73.82198331481338,2.3990332740466758
1691262403798511600,610.40751171875,2614.1347263576463,1.2342655361231079,22.70112933062322,4.976922060688995,2592.813910317607,260.66875841292375,4.739717501316477,3.3704028009279727,-73.82200387452868,2.359495215797723
1691262404798491400,611.4074914550781,2614.0637586563826,1.2371521349614083,21.401043040486247,4.976920856189551,2592.7429426163435,262.8790252507921,4.739224110352149,3.3710965374260233,-73.82202734329915,2.4804663617221756
1691262405798471400,612.4074714355469,2613.9732384756207,1.2413442182261425,21.439969649810074,4.976918372257618,2592.6524224355817,263.4919051719565,4.739175660960441,3.3711646485078415,-73.82204849277959,2.473533237119545
1691262406798450400,613.4074504394531,2614.0509931854904,1.238229885591926,20.68509621844112,4.976917321428899,2592.7301771454513,264.46028338724676,4.73909188236857,3.3712824211651498,-73.82207222325796,2.5588904565169472
1691262407798430700,614.4074306640625,2614.017975070514,1.2433958990808143,20.248568192108007,4.97691618237791,2592.6971590304747,266.19183454207155,4.73923466887729,3.3710816937743284,-73.82209645118346,2.604881100518163
1691262408798410500,615.4074104003906,2613.954670596868,1.2427385431881113,21.033441122251563,4.976914211411408,2592.6338545568287,264.91003313143074,4.738995897664608,3.3714173450800855,-73.82211790264475,2.5152192788814673
1691262409798390800,616.4073908691406,2613.9523115856573,1.2388993147634941,21.416096823738965,4.976909476828466,2592.6314955456182,262.1149238038772,4.738921834576619,3.3715214486284686,-73.82213997349182,2.4897215368292995
1691262410798370300,617.4073703613282,2613.84012173675,1.2392716417455079,20.994228551365754,4.976906533584819,2592.519305696711,261.96374855783495,4.7389229509391715,3.3715198794980896,-73.82216240715267,2.5390248289891617
1691262411798350000,618.4073500976563,2613.9985122596845,1.2355251451178793,20.751843361177748,4.97690395798121,2592.6776962196454,263.0322381543246,4.7390090794361,3.371398816190551,-73.8221854601155,2.5600072149331283
1691262412798330000,619.407330078125,2614.1078888392076,1.2286301854960235,20.888971928381658,4.976899148455595,2592.7870727991685,261.23496198206675,4.73937827807783,3.3708797916972437,-73.82220755356836,2.5583589079143003
1691262413798310000,620.4073098144531,2614.0065765138716,1.2373689581921976,20.75650404816462,4.976895019728123,2592.6857604738325,261.53083165440125,4.7396178456069755,3.3705429400013176,-73.82222999197081,2.5792405221804557
1691262414798289700,621.4072895507812,2614.040256690234,1.2423250628689542,19.45447935697583,4.976895769098162,2592.719440650195,266.8731306868941,4.739563187921041,3.370619797677064,-73.82225484755651,2.7085631097568217
